    1.000000	79020348137923536.000000
    2.000000	79020347451588000.000000
    3.000000	79020315306450288.000000
    4.000000	79019777642034496.000000
    5.000000	79015279179370816.000000
    6.000000	78992488705918048.000000
    7.000000	78905065431022288.000000
    8.000000	78648767847864896.000000
    9.000000	77991766275398784.000000
   10.000000	76568877712173856.000000
   11.000000	73939811227332672.000000
   12.000000	69788960181479480.000000
   13.000000	64346432507273360.000000
   14.000000	58923847265400376.000000
   15.000000	55113338535954760.000000
   16.000000	53177532932142440.000000
   17.000000	52216035279088032.000000
   18.000000	51551006881851824.000000
   19.000000	51028633523522456.000000
   20.000000	50539594248618048.000000
   21.000000	50105743441825752.000000
   22.000000	49714171641914192.000000
   23.000000	49358904358907768.000000
   24.000000	49047341612602968.000000
   25.000000	48739478063826128.000000
   26.000000	48459001101726528.000000
   27.000000	48187114339290336.000000
   28.000000	47947276163389528.000000
   29.000000	47715091437473488.000000
   30.000000	47485643349921576.000000
   31.000000	47280900695469520.000000
   32.000000	47098751600782776.000000
   33.000000	46907987680328016.000000
   34.000000	46738170347802760.000000
   35.000000	46572221177776864.000000
   36.000000	46425626023562656.000000
   37.000000	46274989543733344.000000
   38.000000	46135141480985184.000000
   39.000000	46023253414541728.000000
   40.000000	45882098810050160.000000
   41.000000	45765729317830232.000000
   42.000000	45656121423680888.000000
   43.000000	45609259528694504.000000
   44.000000	45473992540800640.000000
   45.000000	45345457096285272.000000
   46.000000	45279373146421864.000000
   47.000000	45169478755836368.000000
   48.000000	45079739415344024.000000
   49.000000	45002556699428800.000000
   50.000000	44925126198011944.000000
   51.000000	44832752607167336.000000
   52.000000	44762749518238640.000000
   53.000000	44689147025773720.000000
   54.000000	44613380235538104.000000
   55.000000	44542013691856872.000000
   56.000000	44474870056280864.000000
   57.000000	44412079719705288.000000
   58.000000	44360827434715024.000000
   59.000000	44287336885817208.000000
   60.000000	44224542107124200.000000
   61.000000	44158665041423504.000000
   62.000000	44104026971525128.000000
   63.000000	44048428875549928.000000
   64.000000	44005324604480456.000000
   65.000000	43931998242017280.000000
   66.000000	43882177758481336.000000
   67.000000	43819828640253024.000000
   68.000000	43772746368611000.000000
   69.000000	43707365517451600.000000
   70.000000	43667356789680936.000000
   71.000000	43613259898479496.000000
   72.000000	43565866479621024.000000
   73.000000	43509089215930632.000000
   74.000000	43462734959742080.000000
   75.000000	43416098175119568.000000
   76.000000	43362270310447456.000000
   77.000000	43318379725229472.000000
   78.000000	43262626799984912.000000
   79.000000	43223133019737224.000000
   80.000000	43187136546014040.000000
   81.000000	43126672441084688.000000
   82.000000	43092531420430992.000000
   83.000000	43051917289931552.000000
   84.000000	42996385582962992.000000
   85.000000	42942132146557984.000000
   86.000000	42919619716144248.000000
   87.000000	42862184368451832.000000
   88.000000	42813161743344176.000000
   89.000000	42781390233055448.000000
   90.000000	42751683600261392.000000
   91.000000	42698699365457072.000000
   92.000000	42668094713049776.000000
   93.000000	42620935556456960.000000
   94.000000	42564824692477344.000000
