,id,identifier,formula,temperature,efermi,e_per_atom,ele_cell,med_mass,var_mass,med_raio,var_raio,med_ele,var_ele,med_val,var_val,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,p1,p2,p3,p4,p5,p6,p7,e_l1,e_l2,e_l3,e_l4,e_l5,e_l6,e_l7,tetragonal,trigonal,orthorhombic,cubic,monoclinic,triclinic,hexagonal,⟨S²σ⟩,κₑᵉ
1103,5e5ec762c19e06e586d63859,mp-851118,KNa2LiZr2(Si2O5)6,300,0.97058264,-3.240319342385417,96,34.05632821333333,752.1628956336546,1.45,0.2566666666666667,1.5666666666666667,0.8305888888888888,0.6666666666666666,0.888888888888889,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,12,39,31,11,2,0,0,0,0,1,0,0,0,0,9.15167,924.462
1107,5e5ec762c19e06e586d6385d,mp-556198,Na2Si3O7,300,0.87843242,-2.9949463216875007,48,22.358223093333333,24.545060827946603,1.1666666666666667,0.24222222222222226,2.09,1.0680666666666665,1.3333333333333333,0.888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,6,22,5,0,0,0,0,0,0,0,0,1,0,0,8.9421,1079.9
1111,5e5ec763c19e06e586d63861,mp-9127,Ba(SbO3)2,300,1.89615595,-2.3982379347222227,9,91.69546666666668,2905.3358359022227,1.4000000000000001,0.4016666666666666,2.1266666666666665,1.0866888888888888,0.6666666666666666,0.888888888888889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,6,22,36,36,13,2,0,0,1,0,0,0,0,0,9.51058,1216.01
1112,5e5ec763c19e06e586d63862,mp-571056,CsSn,300,2.49158152,-0.3044343307596984,64,125.80772594999999,50.37771366130347,2.025,0.33062500000000006,1.375,0.34222499999999995,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,16,36,36,12,1,0,0,0,0,1,0,0,0,5.10918,313.247
1115,5e5ec763c19e06e586d63865,mp-768385,Ba2YBr7,300,-1.36739248,-2.0295395574999997,40,102.04561666666666,635.8935555272222,1.7,0.17166666666666666,1.6900000000000002,0.8246000000000001,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,6,24,54,34,10,2,0,0,0,0,0,1,0,0,3.25336,123.171
1116,5e5ec764c19e06e586d63866,mp-779545,Na3CuO2,300,1.81726844,-1.3214795684999998,12,34.178389759999995,439.3724760494044,1.25,0.24500000000000002,2.09,1.0680666666666665,1.3333333333333333,0.888888888888889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,6,22,19,1,0,0,0,0,1,0,0,0,0,0,8.22203,620.04
1119,5e5ec764c19e06e586d63869,mp-18992,Ba2MnTeO6,300,3.75908855,-2.497620279345999,10,83.96611125,2553.3507909981295,1.3875000000000002,0.30046875,1.995,0.8795249999999999,1.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,8,30,49,38,14,2,0,0,0,0,1,0,0,0,7.36352,1787.84
1120,5e5ec764c19e06e586d6386a,mp-769021,Na2CuO2,300,1.94751416,-1.2631573433,40,34.178389759999995,439.3724760494044,1.25,0.24500000000000002,2.09,1.0680666666666665,1.3333333333333333,0.888888888888889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,6,22,19,1,0,0,0,0,0,0,0,1,0,0,11.485,143869.0
1122,5e5ec764c19e06e586d6386c,mp-756376,Li3Nb4ZnO12,300,4.19469771,-2.7778569689999997,20,45.313945000000004,1250.169140303075,1.2125,0.12671875,1.9175,0.8423187499999999,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,8,23,36,14,1,0,0,0,0,0,0,0,1,0,98.2651,204706000.0
1124,5e5ec765c19e06e586d6386e,mp-671913,MoSe2Cl4O,300,0.06463968,-1.0565853722159373,64,56.5881,1035.8022407299998,1.0499999999999998,0.09374999999999999,2.8274999999999997,0.25206874999999995,1.5,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,8,30,43,19,1,0,0,0,0,0,0,1,0,0,0.193151,2.49915
1125,5e5ec765c19e06e586d6386f,mp-8581,Sr(PRh)2,300,6.41516751,-0.9423973208571432,5,73.83308733333334,957.4019690559211,1.45,0.17166666666666663,1.8066666666666666,0.3682888888888889,0.6666666666666666,0.888888888888889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,6,24,41,24,3,0,0,1,0,0,0,0,0,0,6.72278,860603000.0
1127,5e5ec765c19e06e586d63871,mp-761916,NaH4Au(Br2O)2,300,-0.90576717,-1.005288040331667,48,63.373535656,5176.995929374295,1.03,0.30060000000000003,2.414,0.7229439999999998,0.6,0.6399999999999999,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,9,30,37,39,18,1,0,0,0,1,0,0,0,0,12.739,786.568
1129,5e5ec765c19e06e586d63873,mp-542459,BaGa2(GeO4)2,300,-0.51076221,-2.4599241146153847,52,73.92235000000001,1848.6241850674999,1.325,0.303125,2.0375,0.8340687499999999,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,8,30,54,25,8,2,0,0,0,0,0,1,0,0,9.48836,1392.32
1130,5e5ec765c19e06e586d63874,mp-22302,ZrVP,300,7.40072745,-1.1078225673809523,12,57.713087333333334,627.9423940159209,1.3,0.05166666666666667,1.7166666666666668,0.12702222222222218,0.6666666666666666,0.888888888888889,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,6,24,34,12,2,0,0,0,0,1,0,0,0,0,16.3887,319676000.0
1131,5e5ec766c19e06e586d63875,mp-777595,LiFeF4,300,-2.90572177,-2.8681760207933333,12,27.261467733333333,432.73932040768227,1.1166666666666665,0.1905555555555555,2.2633333333333336,1.5938888888888887,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,16,14,2,0,0,0,0,0,0,0,1,0,0,3.11845,84.6084
1133,5e5ec766c19e06e586d63877,mp-779046,Li5Cu(PO4)2,300,3.78864525,-2.537249874330357,32,29.3650405,463.10097888152075,1.1,0.11125,2.1275,0.77376875,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,8,23,23,1,0,0,0,0,0,0,0,1,0,0,8.38319,974.198
1135,5e5ec766c19e06e586d63879,mp-30892,Ba4Bi3,300,2.46758977,-0.9060269071428573,14,173.15370000000001,1283.55243289,1.875,0.07562499999999996,1.455,0.319225,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,16,36,50,26,7,0,0,0,0,1,0,0,0,8.41808,116117000.0
1136,5e5ec766c19e06e586d6387a,mp-754736,BaSr3I8,300,1.59085948,-1.7005684675,12,117.28382333333333,458.07606264242213,1.8499999999999999,0.105,1.5,0.6734000000000001,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,6,24,54,44,17,2,0,1,0,0,0,0,0,0,9.80647,939.583
1137,5e5ec766c19e06e586d6387b,mp-555359,KMnF3,300,0.63636971,-3.0414463675060004,10,37.6782494,216.28458063866478,1.3666666666666665,0.48222222222222233,2.1166666666666667,1.8248222222222221,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,23,21,3,0,0,0,1,0,0,0,0,0,0,6.6368,1047.04
1139,5e5ec767c19e06e586d6387d,mp-28868,Nb3(BiS3)2,300,4.64383029,-1.2575166999431822,22,111.31725999999999,5385.9900440472,1.3500000000000003,0.06500000000000002,2.0666666666666664,0.16115555555555555,0.6666666666666666,0.888888888888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,6,24,42,44,19,5,0,0,0,0,0,0,0,1,88.0225,279342000.0
1140,5e5ec767c19e06e586d6387e,mp-772273,Li2MnH4(SO5)2,300,1.11049754,-1.9715622237402635,38,22.190277000000002,377.89705422839603,0.9399999999999998,0.21339999999999998,2.15,0.71608,0.6,0.6399999999999999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,9,23,19,2,0,0,0,0,0,0,0,0,1,0,6.47552,1013.3
1142,5e5ec767c19e06e586d63880,mp-555231,Ba3Bi2(PO4)4,300,1.93830896,-2.910870580542857,50,98.32014050000001,6269.866783548422,1.3375,0.34671875,2.135,0.8173249999999999,0.5,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,8,30,41,50,26,7,0,0,0,0,0,1,0,0,1.31256,53.4472
1143,5e5ec767c19e06e586d63881,mp-7822,Sc5Si3,300,5.41959422,-0.7670760887499997,16,36.520706,71.15270026243599,1.35,0.0625,1.63,0.07289999999999995,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,16,13,2,0,0,0,0,0,0,0,0,0,1,54.9249,131513000.0
1146,5e5ec768c19e06e586d63884,mp-760684,LiTeHO4,300,2.2240466,-1.6022646148028568,14,37.887085,2711.3023463036748,0.9249999999999999,0.26562499999999994,2.18,0.7585999999999999,0.25,0.1875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,7,15,18,18,6,0,0,0,0,0,0,1,0,0,9.05016,1051.96
1147,5e5ec768c19e06e586d63885,mp-34022,Mg2SnO4,300,3.63981081,-2.6892729349999995,14,53.004799999999996,2170.083818746666,1.1833333333333333,0.17055555555555557,2.236666666666667,0.7944222222222223,1.3333333333333333,0.888888888888889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,6,22,20,18,4,0,0,0,0,1,0,0,0,0,10.4278,1738.61
1150,5e5ec768c19e06e586d63888,mp-560671,Rb2NaVF6,300,0.77531027,-3.0976956932329665,10,44.59936812,708.2088819935781,1.5,0.45875000000000005,1.84,1.6230499999999997,1.5,0.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,8,31,30,10,1,0,0,0,0,0,1,0,0,0,8.73228,718680.0
1151,5e5ec768c19e06e586d63889,mp-707976,KH2SeNO3,300,-1.16547463,-1.1251653437454685,32,29.814467999999998,754.406108113696,0.97,0.46060000000000006,2.41,0.80992,0.6,0.6399999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,9,27,26,7,0,0,0,0,0,0,0,1,0,0,8.20568,755.316
1153,5e5ec769c19e06e586d6388b,mp-554481,Ba2Sb4P2O17,300,2.11859798,-2.4754420131214285,100,76.51504050000001,2870.3378927315207,1.3,0.33125,2.1425,0.8157687499999999,0.5,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,8,30,41,36,13,2,0,0,0,1,0,0,0,0,9.59473,1024.65
1154,5e5ec769c19e06e586d6388c,mp-556754,Ti3O5,300,6.2511667,-3.3878870285937506,16,31.9332,253.88598243999996,1.0,0.15999999999999998,2.49,0.9024999999999999,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4,14,10,2,0,0,0,0,0,0,0,1,0,0,15.8358,80192900.0
1158,5e5ec769c19e06e586d63890,mp-555467,Sr2AlCO3F5,300,0.86890135,-3.5274339146624993,48,32.32200836,788.5767484207023,1.0100000000000002,0.31239999999999996,2.506,1.254184,0.8,0.9600000000000002,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,10,33,21,8,2,0,0,0,0,0,0,1,0,0,7.16564,447.365
1159,5e5ec769c19e06e586d63891,mp-721471,CuPH4O5F,300,0.67373835,-1.7985206674219054,48,26.10510104,441.6045228885938,0.74,0.15140000000000003,2.742,0.665456,0.6,0.6399999999999999,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,9,29,23,1,0,0,0,0,0,0,0,1,0,0,0.999233,158.261
1160,5e5ec769c19e06e586d63892,mp-28706,Sr5(B5Rh7)2,300,3.92081068,-0.5570313833333328,29,67.11216666666667,1623.8517690555555,1.4000000000000001,0.22166666666666668,1.7566666666666668,0.3349555555555555,0.6666666666666666,0.888888888888889,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,6,19,36,24,3,0,0,0,0,1,0,0,0,0,4.94187,945929000.0
1162,5e5ec76ac19e06e586d63894,mp-766942,Li2MnF5,300,-1.97655398,-2.9566733393012496,32,26.9591494,415.6394614857448,1.1166666666666665,0.1905555555555555,2.17,1.6922,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,16,13,2,0,0,0,0,0,1,0,0,0,0,0.78169,28.9581
1163,5e5ec76ac19e06e586d63895,mp-20418,SiRh2,300,8.30828106,-0.7281816441666665,12,65.4955,1399.5081000000002,1.225,0.015625,2.09,0.03609999999999998,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4,16,22,16,1,0,0,0,0,1,0,0,0,0,2.56437,376430000.0
1165,5e5ec76ac19e06e586d63897,mp-28084,Rb2PdBr6,300,-0.55170986,-0.9777463022988506,9,90.59726666666667,130.33875680888895,1.6333333333333335,0.26722222222222225,1.9933333333333334,0.7846222222222222,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6,24,54,33,1,0,0,0,0,0,1,0,0,0,12.0565,835.666
1166,5e5ec76ac19e06e586d63898,mp-773176,Li2CrAsCO7,300,0.48724103,-2.1066347858333336,24,32.37376,704.9908149863999,1.06,0.1234,2.162,0.6866559999999999,0.8,0.9600000000000002,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,10,27,31,6,0,0,0,0,0,0,0,1,0,0,7.02787,532.554
1167,5e5ec76bc19e06e586d63899,mp-15788,LiYS2,300,2.58595212,-2.1839463370312506,4,42.637283333333336,1175.5926933605554,1.4166666666666667,0.10722222222222222,1.5933333333333335,0.4963555555555556,1.3333333333333333,0.888888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,6,17,24,9,2,0,0,0,1,0,0,0,0,0,15.6021,993.217
1168,5e5ec76bc19e06e586d6389a,mp-557302,S2NO,300,-0.35488082,-0.7211260554387504,16,20.690366666666666,65.35295061555554,0.75,0.03166666666666667,3.0199999999999996,0.12346666666666663,1.3333333333333333,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,6,19,6,0,0,0,0,0,0,0,0,0,1,0,3.00392,104.257
1169,5e5ec76bc19e06e586d6389b,mp-771965,Sb2P4H3O16,300,3.02930902,-2.144654318977257,25,42.435275499999996,2209.7144621981606,0.825,0.20062499999999997,2.47,0.31715000000000004,0.25,0.1875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,7,22,23,18,5,0,0,0,0,0,0,0,1,0,1.28429,34319000.0
1173,5e5ec76bc19e06e586d6389f,mp-768736,LiBiB2O5,300,1.5509231,-2.417976331342593,36,60.682950000000005,7341.040475927501,1.125,0.17062500000000003,2.12,0.7646,0.5,0.75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,8,18,18,32,18,5,0,0,0,0,0,1,0,0,8.64446,493.957
1174,5e5ec76bc19e06e586d638a0,mp-780099,Fe2OF3,300,2.67376281,-2.441713757053334,24,30.280934399999996,328.2597283661534,0.8333333333333334,0.16222222222222218,3.0833333333333335,0.8340222222222221,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,6,21,14,2,0,0,0,0,0,0,0,1,0,0,0.120366,1.46026
1175,5e5ec76cc19e06e586d638a1,mp-2410,SrAg5,300,2.79896032,-0.19001110222222226,6,97.7441,102.49740080999997,1.8,0.03999999999999998,1.44,0.24009999999999998,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,16,36,26,3,0,0,0,0,0,0,0,0,1,3.43673,1716630000.0
1176,5e5ec76cc19e06e586d638a2,mp-11486,Y2(Al3Co)3,300,6.65392161,-0.5628371142857144,28,58.273527866666676,639.3209707574284,1.4666666666666668,0.05722222222222223,1.57,0.07339999999999998,0.6666666666666666,0.888888888888889,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,6,24,36,11,2,0,0,0,0,1,0,0,0,0,7.67906,351037000.0
1178,5e5ec76cc19e06e586d638a4,mp-556325,TeAs(ClF2)3,300,-1.97021514,-2.0099071869927276,44,64.2432508,1751.0198965757415,1.0125,0.10796874999999997,2.855,0.5960749999999999,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,8,31,43,23,6,0,0,0,0,0,0,1,0,0,1.35233,60.0242
1180,5e5ec76cc19e06e586d638a6,mp-649084,Sr2B8Ru7,300,6.25882126,-0.37967612137254875,34,66.50033333333333,1580.8013402222223,1.3833333333333335,0.2238888888888889,1.7300000000000002,0.3084666666666667,0.6666666666666666,0.888888888888889,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,6,19,36,23,3,0,0,1,0,0,0,0,0,0,16.6647,172283000.0
1181,5e5ec76cc19e06e586d638a7,mp-621176,YInAu,300,5.97271443,-0.7520135133333335,9,133.563473,2121.882877463024,1.5666666666666667,0.03388888888888888,1.8466666666666667,0.2926222222222223,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,6,24,54,59,23,1,0,0,0,0,0,0,0,1,30.2666,546319000.0
1182,5e5ec76cc19e06e586d638a8,mp-773430,NbV2O7,300,0.55582393,-2.599587281375,40,53.28242666666666,988.5205642827555,1.1333333333333333,0.1438888888888889,2.223333333333333,0.7402888888888889,0.6666666666666666,0.888888888888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,6,22,29,14,1,0,0,0,0,0,1,0,0,0,2.66089,87764600.0
1183,5e5ec76dc19e06e586d638a9,mp-6115,K2Zn2(SO4)3,300,0.48695758,-2.149490242536185,76,38.142925000000005,317.9071147568751,1.2875,0.3479687500000001,2.1225,0.96621875,1.5,0.75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,8,30,32,3,0,0,0,0,0,0,1,0,0,0,8.51171,1338.61
1184,5e5ec76dc19e06e586d638aa,mp-674352,TaAg7S6,300,2.14411397,-0.5134018486458335,14,106.96036,3694.7640795818666,1.3500000000000003,0.06500000000000002,2.0033333333333334,0.1970888888888889,0.6666666666666666,0.888888888888889,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,6,24,42,50,12,2,0,0,0,0,0,0,1,0,10.6018,2252.55
1188,5e5ec76dc19e06e586d638ae,mp-4823,Na2PdC2,300,0.80380601,0.041556140700000556,5,47.14015642666667,1777.1399207486081,1.3,0.2066666666666667,1.8933333333333333,0.48442222222222214,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,6,20,19,18,0,0,0,0,1,0,0,0,0,0,20.6005,2352.17
1189,5e5ec76dc19e06e586d638af,mp-561974,Zr7(NO2)4,300,3.50217131,-3.0384733210273698,57,40.41003333333333,1291.6914130822222,0.9333333333333332,0.19055555555555556,2.603333333333333,0.8373555555555555,0.6666666666666666,0.888888888888889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,6,19,18,10,2,0,0,0,0,0,0,0,1,0,3.7886,182.404
1190,5e5ec76ec19e06e586d638b0,mp-775012,Li3Co2(PO4)3,300,1.36602959,-2.3583009320714283,40,28.211839249999997,388.25554780732665,1.1,0.11125,2.1225,0.77611875,1.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,8,23,20,2,0,0,0,0,1,0,0,0,0,0,3.97367,2980520.0
1191,5e5ec76ec19e06e586d638b1,mp-20983,V2InC,300,8.16724292,-0.34439876177083306,8,59.25673333333333,1796.1283749088889,1.2,0.13166666666666668,1.9866666666666666,0.16242222222222216,0.6666666666666666,0.888888888888889,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,6,20,29,20,3,0,0,0,0,0,0,0,0,1,28.308,629660000.0
1193,5e5ec76ec19e06e586d638b3,mp-11248,LiAu3,300,4.21253564,-0.35925201750000024,4,101.9537845,9027.42921844344,1.4,0.0024999999999999935,1.76,0.6084,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,9,18,32,18,1,0,0,0,0,1,0,0,0,90.1302,2155720000.0
1194,5e5ec76ec19e06e586d638b4,mp-10419,Na4ReN3,300,1.37913249,-0.4149407328299999,16,74.40115642666666,6263.7225841872205,1.2666666666666668,0.2238888888888889,1.9566666666666668,0.7436222222222222,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,6,21,19,32,13,2,0,0,0,0,0,1,0,0,1.30465,63.5715
1200,5e5ec76fc19e06e586d638ba,mp-600191,B5H15C3N,300,-1.04815172,-0.2594950370838885,192,9.459085,25.110266818675,0.6125,0.04921874999999999,2.4575,0.14711874999999996,0.75,0.6875,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,1,0,0,7.31941,522.39
1202,5e5ec76fc19e06e586d638bc,mp-6955,KGeNO,300,1.11318764,-1.2929395235325005,16,35.436099999999996,558.636593825,1.1750000000000003,0.41562500000000013,2.3274999999999997,1.0296687500000001,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,8,27,26,5,0,0,0,0,0,1,0,0,0,0,10.2578,1563.82
1203,5e5ec770c19e06e586d638bd,mp-571264,Ca5Au4,300,3.50579803,-0.7652531072222222,18,118.5222845,6153.50577071694,1.5750000000000002,0.05062499999999999,1.77,0.5929,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,16,26,34,18,1,0,0,0,0,0,1,0,0,3.30589,314992000.0
1206,5e5ec770c19e06e586d638c0,mp-1167,CF4,300,-5.4242904,-2.198873966702,10,15.5045516,12.206999002822554,0.6,0.009999999999999995,3.2649999999999997,0.5112250000000002,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,1,0,0,7.97426,747.359
1208,5e5ec770c19e06e586d638c2,mp-28022,Na6CdCl8,300,-0.94366676,-1.9791182385386668,15,56.95125642666667,1563.7802652732692,1.45,0.11166666666666668,1.9266666666666665,0.8568222222222223,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,6,24,26,18,2,0,0,0,0,0,1,0,0,0,8.50152,986.312
1209,5e5ec770c19e06e586d638c3,mp-18483,Rb6Si2O7,300,0.88469966,-2.427883266887932,30,43.18423333333333,918.2956405622222,1.3500000000000003,0.5416666666666666,2.0533333333333332,1.1558222222222223,1.3333333333333333,0.888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,6,22,22,8,1,0,0,0,0,0,0,1,0,0,9.48081,1363.74
1210,5e5ec771c19e06e586d638c4,mp-6706,TiTlPO5,300,2.14274626,-2.807715848601191,64,74.80586550000001,5723.866921966571,1.225,0.23187499999999997,2.1975000000000002,0.57741875,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,8,30,33,34,18,3,0,0,0,1,0,0,0,0,1.91527,81.6058
1216,5e5ec771c19e06e586d638ca,mp-761164,LiNbF5,300,1.22698329,-3.2203455644214287,28,39.61526106666667,1444.2018405712342,1.1333333333333333,0.20055555555555551,2.186666666666667,1.672088888888889,0.6666666666666666,0.888888888888889,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,16,18,12,1,0,0,0,0,0,0,1,0,0,12.9644,133700.0
1218,5e5ec772c19e06e586d638cc,mp-12441,CaAl2O4,300,5.21136303,-3.4151703049999993,28,27.68631286666667,96.87818304347779,1.2166666666666666,0.24055555555555555,2.0166666666666666,1.0749555555555554,1.3333333333333333,0.888888888888889,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,6,22,11,2,0,0,0,0,0,1,0,0,0,0,7.93147,618.468
1219,5e5ec772c19e06e586d638cd,mp-554711,CSCl2,300,-0.31513471,-0.37697349858312545,16,26.509566666666668,107.02165797555557,0.9,0.020000000000000007,2.763333333333333,0.07882222222222228,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,6,20,13,0,0,0,0,0,0,0,0,1,0,0,1.24441,9.04614
1221,5e5ec772c19e06e586d638cf,mp-767497,Li9Ti7Nb5O30,300,4.11079879,-3.0439700513562093,51,40.928444999999996,1131.6132436480748,1.225,0.130625,1.89,0.8593000000000001,1.0,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,8,23,28,14,1,0,0,0,1,0,0,0,0,0,15.4581,46985400.0
1223,5e5ec772c19e06e586d638d1,mp-6524,CaMg3(CO3)4,300,1.89509295,-2.5248648022500007,20,23.098275,115.77389798687503,1.1500000000000001,0.2625,2.075,0.9574249999999999,1.5,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,8,26,10,2,0,0,0,0,1,0,0,0,0,0,6.1667,352.86
1224,5e5ec772c19e06e586d638d2,mp-27212,Sb2IF15,300,-2.93606105,-2.409222070991667,72,89.22095773333335,2470.014511190304,1.1166666666666665,0.1905555555555555,2.8966666666666665,0.6488222222222223,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,6,23,36,36,12,0,0,0,0,0,0,1,0,0,1.27322,25.8462
