,id,identifier,formula,temperature,energy,volume,⟨S²σ⟩p,⟨S²σ⟩n,κₑᵉ
1446,5e5ec7b83a172d2456df06b6,mp-771214,Rb2S2O7,300,-252.96573395,787.9820431107742,1559.3,1.56286,140363.0
1447,5e5ec7b83a172d2456df06b7,mp-568541,Dy2B4C,300,-49.10655668,81.23272423387533,5568.42,5.56871,933883000.0
1448,5e5ec7b83a172d2456df06b8,mp-626829,ReH3O5,300,-116.4160286,224.3800283919827,539.595,1.84927,69.9289
1450,5e5ec7b83a172d2456df06ba,mp-19146,CrPbO4,300,-154.99198779,374.7736887707055,5551.41,6.65234,458.55
1452,5e5ec7b93a172d2456df06bc,mp-775867,LiSbPO5,300,-411.05589587,824.4688930048754,1837.77,9.60383,661.458
1453,5e5ec7b93a172d2456df06bd,mp-4961,Na2HgO2,300,-18.18545427,81.32789275022543,1611.33,9.11542,936.997
1454,5e5ec7b93a172d2456df06be,mp-20327,TiP2,300,-84.67506302,170.85706088582498,47210.4,47.2142,183773000.0
1455,5e5ec7b93a172d2456df06bf,mp-704942,Li2Cr(PO3)5,300,-324.72655004,627.902182472972,3016.53,5.77932,216.975
1456,5e5ec7b93a172d2456df06c0,mp-686571,Ca10P6ClO24F,300,-597.13090166,1101.944359264719,127.871,8.77533,1013.85
1457,5e5ec7b93a172d2456df06c1,mp-757131,Sn(PO3)4,300,-237.33578837,445.0786048270556,263.684,6.62303,575.15
1458,5e5ec7b93a172d2456df06c2,mp-19260,Li2WO4,300,-91.68849098,154.49564062411696,5626.06,2.71015,78.7551
1459,5e5ec7b93a172d2456df06c3,mp-686572,NaPr9Si6(SO12)2,300,-667.38586414,1193.895593727031,12666.3,5.06761,252.28
1460,5e5ec7ba3a172d2456df06c4,mp-752735,PdO2,300,-15.19303271,31.7360988916254,2186.02,2.18604,1296660000.0
1461,5e5ec7ba3a172d2456df06c5,mp-768176,TmTaO4,300,-110.73248133,160.19083700704348,3610.02,6.41581,279.626
1462,5e5ec7ba3a172d2456df06c6,mp-978273,Mg3Cd,300,-5.92670438,88.443318394541,3633.48,3.63359,3383120000.0
1463,5e5ec7ba3a172d2456df06c7,mp-3443,Cd(GaO2)2,300,-76.54069845,167.40825901790927,1248.41,11.3073,2931.67
1464,5e5ec7ba3a172d2456df06c8,mp-16747,LuAgPb,300,-35.88337463,218.69494999083523,10817.4,10.824,150259000.0
1466,5e5ec7ba3a172d2456df06ca,mp-20777,SmCoGe,300,-73.00181151,219.55843970603308,9363.27,9.36444,163725000.0
1467,5e5ec7ba3a172d2456df06cb,mp-15417,K2GaP2,300,-147.08201531,1200.7900854002114,3585.42,8.46654,757.826
1468,5e5ec7ba3a172d2456df06cc,mp-505499,Ta4BTe8,300,-169.34420224,711.7095336844184,6086.93,6.08691,153681000.0
1469,5e5ec7bb3a172d2456df06cd,mp-981390,HgBi3,300,-11.42402535,121.75029694686128,9219.66,9.21998,1680670000.0
1470,5e5ec7bb3a172d2456df06ce,mp-19740,YInPt,300,-54.82247144,199.6658592248203,78055.4,78.0427,638172000.0
1471,5e5ec7bb3a172d2456df06cf,mp-553281,Ba2LaNbO6,300,-78.31606782,167.16285407562393,4093.6,10.8209,694.984
1472,5e5ec7bb3a172d2456df06d0,mp-19516,Al2(WO4)3,300,-506.36838196,1108.6731191604395,3851.47,1.40823,65.4285
1474,5e5ec7bb3a172d2456df06d2,mp-770474,La4Ti3O12,300,-165.23542062,253.77848375216047,2390.99,8.0873,486.504
1475,5e5ec7bb3a172d2456df06d3,mp-766931,Li2Si2NiO6,300,-431.76029259,703.3886204837747,3423.8,3.37667,172.955
1476,5e5ec7bb3a172d2456df06d4,mp-977113,MgPdAu2,300,-15.08155401,69.25897447635356,10107.6,10.108,2853400000.0
1477,5e5ec7bb3a172d2456df06d5,mp-22248,Eu(BO2)3,300,-170.91496184,209.0819612125944,1705.56,1.70563,19207400.0
1478,5e5ec7bc3a172d2456df06d6,mp-30444,Be22W,300,-192.32901523,386.63274318159546,547.181,0.547191,644473000.0
1479,5e5ec7bc3a172d2456df06d7,mp-19330,CaMoO4,300,-85.05778762,163.0720851982134,3575.17,3.38506,161.976
1480,5e5ec7bc3a172d2456df06d8,mp-19421,FeWO4,300,-87.62078842,141.63756215472753,1875.27,3.37003,149.48
1482,5e5ec7bc3a172d2456df06da,mp-735808,Na2Ca29ZrSi16(O7F2)8,300,-797.0782696,1770.090847739732,31.9369,1.03581,23.9663
1483,5e5ec7bc3a172d2456df06db,mp-12784,YbAlAu,300,-43.31414826,255.08670617258505,9740.7,9.74043,599222000.0
1484,5e5ec7bc3a172d2456df06dc,mp-640562,KYb3F10,300,-134.27053119,395.11114836582715,5255.27,5.25492,17209800.0
1485,5e5ec7bc3a172d2456df06dd,mp-705341,Li3Mo4P9O32,300,-684.35134921,1272.9839733533108,784.004,1.99273,58.5198
1486,5e5ec7bd3a172d2456df06de,mp-26549,mp-26549,300,-522.2393589,1079.8285697379008,9349.78,9.36862,201712.0
1487,5e5ec7bd3a172d2456df06df,mp-1447,SmSe,300,-11.83865205,51.439899929335,17118.3,17.1195,1950080000.0
1489,5e5ec7bd3a172d2456df06e1,mp-780425,Tm(HO)3,300,-345.70020171,684.8738488267812,434.233,8.4938,1108.39
1490,5e5ec7bd3a172d2456df06e2,mp-29254,PrIO,300,-38.52028885,168.24757869790824,12359.4,9.40992,433.445
1492,5e5ec7bd3a172d2456df06e4,mp-21152,Pu2Mg,300,-28.02722025,97.57678052231805,106940.0,106.947,253729000.0
1493,5e5ec7bd3a172d2456df06e5,mp-759939,AgGeO3,300,-53.58590241,113.78514315308063,48460.4,48.451,169098000.0
1494,5e5ec7be3a172d2456df06e6,mp-11419,ThGa2,300,-15.38431061,67.37045167621304,149199.0,149.392,276251000.0
1495,5e5ec7be3a172d2456df06e7,mp-553914,KCdCu7Se2Cl9O8,300,-228.3360145,1075.133180391254,5097.58,5.09656,40065300.0
1496,5e5ec7be3a172d2456df06e8,mp-551092,KLiZnO2,300,-43.73092606,133.94123806561947,1408.52,9.91369,1429.62
1498,5e5ec7be3a172d2456df06ea,mp-16610,Ge3Os2,300,-293.41177436,632.3284521115452,19241.6,11.0889,1260.64
1499,5e5ec7be3a172d2456df06eb,mp-22050,Hf2In5,300,-69.16820945,333.1729836717187,68250.7,68.2328,478875000.0
1500,5e5ec7be3a172d2456df06ec,mp-8597,ScB2C,300,-249.72163784,299.9662322510231,175308.0,175.142,133750000.0
1501,5e5ec7be3a172d2456df06ed,mp-31362,Na3YCl6,300,-82.93795213,523.7174414502646,2212.29,1.8504,66.8761
1502,5e5ec7bf3a172d2456df06ee,mp-977239,Li3Th,300,-11.4614113,91.35405398399116,3709.8,3.7099,529096000.0
1503,5e5ec7bf3a172d2456df06ef,mp-560789,SbI(ClF3)2,300,-147.71204529,888.6763340065163,2765.75,4.68447,221.837
1504,5e5ec7bf3a172d2456df06f0,mp-22646,InPd2,300,-58.63596677,205.12893774139832,34113.6,34.1185,951049000.0
1505,5e5ec7bf3a172d2456df06f1,mp-22625,Cr2CuTe4,300,-74.85219081,350.8968038876053,5350.19,5.35091,217823000.0
1506,5e5ec7bf3a172d2456df06f2,mp-690799,Zr(TiH2)2,300,-82.40536406,135.45257731170176,19336.0,19.4012,5246050.0
1507,5e5ec7bf3a172d2456df06f3,mp-27351,SbN3Cl4,300,-150.36202636,881.54064686306,649.99,3.96935,218.514
1508,5e5ec7bf3a172d2456df06f4,mp-685320,Li20B54O,300,-422.60692049,730.0995933478301,29445.5,29.4281,95834200.0
1510,5e5ec7c03a172d2456df06f6,mp-24155,ZrH2,300,-16.96329806,27.968039196336882,1047.49,1.0475,527886000.0
1513,5e5ec7c03a172d2456df06f9,mp-677467,Rb5Te3H4NCl18,300,-103.35803483,865.1686039741505,2585.11,13.6635,704.254
1514,5e5ec7c03a172d2456df06fa,mp-556060,NdTeBrO3,300,-142.91554637,430.61031383998767,1833.84,11.6899,1406.85
1515,5e5ec7c03a172d2456df06fb,mp-2287,SiRh,300,-57.54159142,108.36783188376968,14332.4,14.3274,93214800.0
1516,5e5ec7c03a172d2456df06fc,mp-677370,UP2O7,300,-329.26372166,700.6104406947381,5088.81,5.09046,2019690.0
1517,5e5ec7c03a172d2456df06fd,mp-30438,Be2Cr,300,-71.17703979,105.51633926172667,126751.0,126.73,352855000.0
1518,5e5ec7c03a172d2456df06fe,mp-24417,MoH,300,-26.57088251,38.186236665933386,176333.0,176.343,3489690000.0
1520,5e5ec7c13a172d2456df0700,mp-555438,Ba3AlF9,300,-605.32324638,1711.777871753818,4.10626,9.82522,711.557
1522,5e5ec7c13a172d2456df0702,mp-505630,Ta2Cr4Si5,300,-182.00532515,312.7998421787851,1548.19,1.54814,104426000.0
1526,5e5ec7c13a172d2456df0706,mp-698313,Rb2CuH4(C2O5)2,300,-263.1995568,532.3240821177077,13.2362,0.0186941,0.10385
1527,5e5ec7c23a172d2456df0707,mp-568244,TlSn2Br5,300,-50.06394059,531.9552627973645,3018.62,13.625,977.104
1528,5e5ec7c23a172d2456df0708,mp-647226,TaSbO4,300,-192.19177965,418.64189854881334,7973.38,3.61233,112.245
1531,5e5ec7c23a172d2456df070b,mp-774364,LiCrPO4,300,-395.82842104,697.6637691041619,1601.57,1.88999,76.1574
1532,5e5ec7c23a172d2456df070c,mp-978953,SrAcTl2,300,-12.08978222,140.89283706321544,40689.8,40.6943,1097280000.0
1534,5e5ec7c23a172d2456df070e,mp-28845,OsO3F2,300,-148.61145422,365.38952629437097,1141.36,3.49274,163.257
1535,5e5ec7c33a172d2456df070f,mp-554650,LaH6(ClO3)3,300,-184.09424246,482.59431861454897,1073.62,5.28337,337.652
1536,5e5ec7c33a172d2456df0710,mp-541963,Rb3(FeSe2)2,300,-161.98934413,1129.334232948755,18942.0,18.9375,20820000.0
1537,5e5ec7c33a172d2456df0711,mp-604315,Zn(BH4)2,300,-83.82266275,172.18387578172067,3946.85,9.91168,775.235
1538,5e5ec7c33a172d2456df0712,mp-12857,Mn3N2,300,-45.06147362,49.37463819924111,32829.0,32.8303,729582000.0
1539,5e5ec7c33a172d2456df0713,mp-8727,Ba4PtO6,300,-132.83990553,401.08593839802757,9695.23,5.748,186.069
1540,5e5ec7c33a172d2456df0714,mp-8347,BaMnS2,300,-98.75531914,419.7657428710042,11089.8,4.21843,192.393
1541,5e5ec7c33a172d2456df0715,mp-850988,Co3(OF2)2,300,-93.55006308,195.31948657170022,44049.6,44.04,2237330.0
1542,5e5ec7c43a172d2456df0716,mp-776849,Li4V3Sn3(SbO8)2,300,-179.39649598,346.6724972828341,3916.26,2.06129,120.18
1543,5e5ec7c43a172d2456df0717,mp-622171,VSb2O5,300,-212.27231542,502.29163625870973,559.267,11.5565,654.229
1546,5e5ec7c43a172d2456df071a,mp-754266,Li8TiS6,300,-67.34888155,238.69123451001502,23072.8,4.82553,283.499
1547,5e5ec7c43a172d2456df071b,mp-686543,NaSm9Si6(SO12)2,300,-668.62162854,1143.9498096338523,14777.7,4.96503,262.804
1548,5e5ec7c43a172d2456df071c,mp-567855,RbGeI3,300,-56.7609914,823.3396337557263,4224.87,13.2258,767.34
1549,5e5ec7c43a172d2456df071d,mp-770954,Li4Nb2V3Cr3O16,300,-213.79174968,303.41582219250495,1698.08,1.90903,79.0474
1550,5e5ec7c53a172d2456df071e,mp-738615,HgH3CSO3,300,-178.19415977,489.4433671483331,766.601,8.11292,760.5
1551,5e5ec7c53a172d2456df071f,mp-535,Fe4N,300,-41.02276132,49.579414057247746,4138.09,4.13803,578611000.0
1552,5e5ec7c53a172d2456df0720,mp-685108,Cu9S5,300,-58.22213153,199.13638727955114,4388.12,4.38846,218871000.0
1554,5e5ec7c53a172d2456df0722,mp-707543,H6C(N3O2)2,300,-413.86949705,692.7800559942502,341.823,0.0932496,0.560787
1555,5e5ec7c53a172d2456df0723,mp-755526,Ba2Ti6N2O11,300,-181.08497592,277.95328514827895,7757.84,3.11812,209.789
1556,5e5ec7c53a172d2456df0724,mp-764971,Li3Fe8(BO3)8,300,-307.40992677,487.1878011068557,63.3038,0.143078,2.58109
1557,5e5ec7c53a172d2456df0725,mp-672372,K2S5,300,-106.16287683,864.8901364043137,5025.37,1.83994,109.365
1560,5e5ec7c63a172d2456df0728,mp-8299,Sr4As2O,300,-32.28466917,196.26811263459456,3534.49,11.5392,1830.24
1561,5e5ec7c63a172d2456df0729,mp-753572,Li2Cu3F8,300,-111.93735997,299.85402591934746,3315.56,3.32981,30609.7
1562,5e5ec7c63a172d2456df072a,mp-8666,CsAgO,300,-43.90034843,344.38501769083643,1594.84,10.0164,1037.49
1566,5e5ec7c73a172d2456df072e,mp-1502,Al2Pt,300,-16.23765299,52.54749209572989,1170.04,1.17005,3153680000.0
1567,5e5ec7c73a172d2456df072f,mp-570078,La4MgIr,300,-130.00630268,749.8486108955225,6283.97,6.28321,95124200.0
1568,5e5ec7c73a172d2456df0730,mp-28253,LiBiO2,300,-86.68445766,237.29620141207698,5152.09,23.7605,1448.11
1569,5e5ec7c73a172d2456df0731,mp-23724,KHCO3,300,-75.43263156,156.35250426102598,884.667,7.94431,742.829
1570,5e5ec7c73a172d2456df0732,mp-18940,Sr2NiMoO6,300,-64.39654666,126.75754145650208,9957.33,5.41436,339.03
1571,5e5ec7c73a172d2456df0733,mp-8882,GaP,300,-18.47901241,83.39480594679503,5217.65,17.1399,1678.47
1572,5e5ec7c73a172d2456df0734,mp-973779,Nd2CdHg,300,-12.31273378,114.33087435951701,26273.3,26.2713,624447000.0
1573,5e5ec7c73a172d2456df0735,mp-973930,NpBeO3,300,-44.18671771,45.490619244842996,14636.5,14.6361,188311000.0
1574,5e5ec7c73a172d2456df0736,mp-19945,Gd2MgGe2,300,-85.69403282,229.85073280049363,14089.0,14.0846,226581000.0
1576,5e5ec7c83a172d2456df0738,mp-770744,Li4Nb2Fe3Sn3O16,300,-189.96036015,333.6228157239155,245.126,7.76,996.679
1577,5e5ec7c83a172d2456df0739,mp-32,Ge,300,-9.24549241,47.84701051976385,24641.3,26.8933,915433.0
1578,5e5ec7c83a172d2456df073a,mp-604229,ZnH3CNO3,300,-211.14507365,401.02779306961025,1022.05,8.33577,839.063
1579,5e5ec7c83a172d2456df073b,mp-11411,ScGa,300,-21.13970413,80.93631297988058,41436.3,41.4405,612284000.0
1584,5e5ec7c93a172d2456df0740,mp-757745,Ba4In2O7,300,-150.24159404,530.214820726047,1115.73,9.59303,1466.92
1585,5e5ec7c93a172d2456df0741,mp-568949,TlBr,300,-11.4438089,143.4316022562407,8598.64,16.6625,2087.81
1586,5e5ec7c93a172d2456df0742,mp-6406,Na2MgSiO4,300,-98.34089219,209.42656170514906,576.68,9.52802,1192.94
1587,5e5ec7c93a172d2456df0743,mp-770873,Ho2WO6,300,-291.15537511,465.130427616175,5917.03,3.27391,174.183
1588,5e5ec7c93a172d2456df0744,mp-14234,MgB4O7,300,-746.33449916,985.5802189425445,303.337,8.77864,864.212
1589,5e5ec7c93a172d2456df0745,mp-604008,CeAlRu,300,-166.10383328,466.96843483115936,27853.8,27.8486,80428000.0
1590,5e5ec7c93a172d2456df0746,mp-208,GeIr,300,-56.43843732,128.47152002222904,7745.03,7.74463,1080580000.0
1591,5e5ec7c93a172d2456df0747,mp-28255,LaHO,300,-159.54355295,373.27818122871395,5357.26,7.75714,755.863
1592,5e5ec7ca3a172d2456df0748,mp-561447,K3AlB8O15,300,-808.16042813,1547.0287080756507,196.195,8.00024,1008.08
1595,5e5ec7ca3a172d2456df074b,mp-18994,CsMnO4,300,-137.48840964,501.19324228634747,804.322,1.22361,30.9176
1596,5e5ec7ca3a172d2456df074c,mp-7947,PtO,300,-22.96133254,53.46448813026345,60279.0,60.2679,165290000.0
1597,5e5ec7ca3a172d2456df074d,mp-540995,Rb5Nb3OF18,300,-312.95481792,998.131306544032,59.1011,7.20819,218.678
1599,5e5ec7ca3a172d2456df074f,mp-18313,SrSiO3,300,-222.02599809,440.27522421795163,1314.18,9.28375,1135.3
1601,5e5ec7f1aa1573695a05c0c7,mp-541113,Cs3P7,300,-179.78576492,1449.9953371479012,536.313,4.80914,384.87
1602,5e5ec7f1aa1573695a05c0c8,mp-775214,LiVCuO4,300,-175.07733244,289.6660871501849,14883.2,14.8813,28045000.0
1604,5e5ec7f1aa1573695a05c0ca,mp-27791,SrBe3O4,300,-109.70725652,166.28811581633505,2202.71,9.17387,1120.86
1605,5e5ec7f2aa1573695a05c0cb,mp-11577,YbZn,300,-2.99687107,56.345229170899714,4537.29,4.53742,1227810000.0
1606,5e5ec7f2aa1573695a05c0cc,mp-555178,Rb5H5(OF3)2,300,-319.05084281,1197.582346179822,83.1655,9.46307,904.234
1607,5e5ec7f2aa1573695a05c0cd,mp-505132,Ta3Te14Pd3,300,-203.66076882,1149.2816798555875,34143.7,34.1791,149383000.0
1608,5e5ec7f2aa1573695a05c0ce,mp-754960,SmIO,300,-38.1427777,154.00685307871944,8843.35,8.77962,358.22
1609,5e5ec7f2aa1573695a05c0cf,mp-769622,Mn9(FeO6)4,300,-256.92773036,434.8197533200003,1722.51,3.27266,179.144
1610,5e5ec7f2aa1573695a05c0d0,mp-600049,SiO2,300,-756.74521534,1772.6789331797,345.638,9.22148,782.247
1611,5e5ec7f2aa1573695a05c0d1,mp-29644,GeBi4Te7,300,-44.64758938,412.4353290982035,6136.2,9.45217,2229.84
1612,5e5ec7f2aa1573695a05c0d2,mp-4519,KPrO2,300,-26.10352622,74.1802417012044,2900.6,11.7533,679.993
1613,5e5ec7f3aa1573695a05c0d3,mp-569132,K3InCl6,300,-134.77827865,1199.5041033895893,1012.13,7.29771,705.318
1614,5e5ec7f3aa1573695a05c0d4,mp-20819,ErGePd2,300,-92.80177331,293.7937364904612,29605.1,29.6081,216938000.0
1615,5e5ec7f3aa1573695a05c0d5,mp-974788,Nd,300,-14.27295333,106.78845544889342,22496.3,22.4984,705632000.0
1616,5e5ec7f3aa1573695a05c0d6,mp-30269,HfGa2Ni,300,-239.55645035,614.0248525547979,16602.8,16.6022,114186000.0
1618,5e5ec7f3aa1573695a05c0d8,mp-774299,Li8Mn5Fe3(BO3)8,300,-343.81754509,509.0688036128935,999.119,7.0793,885.167
1619,5e5ec7f3aa1573695a05c0d9,mp-978284,Na2P3HO9,300,-196.05082851,369.40490072803993,75.3283,8.98331,912.318
1620,5e5ec7f3aa1573695a05c0da,mp-20826,CuTe,300,-14.73399835,92.05382302355571,4021.1,4.0205,1261250000.0
1624,5e5ec7f4aa1573695a05c0de,mp-10967,CdCu2GeSe4,300,-30.43576238,191.21990845330953,2825.48,3.1692,699558.0
1625,5e5ec7f4aa1573695a05c0df,mp-540628,Al(TeCl2)2,300,-195.72674339,2037.9250593816698,1195.1,0.998845,19.2353
1626,5e5ec7f4aa1573695a05c0e0,mp-571567,CdI2,300,-45.81627224,1060.772988650982,6301.08,13.1632,770.42
1627,5e5ec7f4aa1573695a05c0e1,mp-29313,Ta4P4S29,300,-821.29760112,3577.5362506844567,1774.24,6.42254,410.44
1628,5e5ec7f5aa1573695a05c0e2,mp-770729,Li2AlFeO4,300,-401.27416246,726.8081286121943,2301.72,1.6428,45.9693
1629,5e5ec7f5aa1573695a05c0e3,mp-558804,CsGeB3O7,300,-348.51750804,692.3261107167377,600.773,7.97197,1000.21
1630,5e5ec7f5aa1573695a05c0e4,mp-556169,YSeO3F,300,-163.83548459,337.4096124664477,2621.3,6.15117,318.405
1631,5e5ec7f5aa1573695a05c0e5,mp-975206,RbSbO3,300,-26.879681,68.44502959021187,12710.7,12.7091,179399000.0
1632,5e5ec7f5aa1573695a05c0e6,mp-690518,Na(CoO2)3,300,-54.91912899,99.96520310542631,12729.2,12.727,27906700.0
1636,5e5ec7f6aa1573695a05c0ea,mp-715035,VO2,300,-370.51375818,575.4285419857544,4586.08,2.77115,106.181
1637,5e5ec7f6aa1573695a05c0eb,mp-669391,Ca4Zn2Cu3P5,300,-122.350658,527.6276362269721,18439.0,18.7807,4056720.0
1638,5e5ec7f6aa1573695a05c0ec,mp-770669,Li24Mn11CrO36,300,-445.73518978,623.3852808749241,684.242,0.541837,6.14417
1639,5e5ec7f6aa1573695a05c0ed,mp-34381,H4IN,300,-26.11930439,97.5546951081543,1246.44,10.0512,1502.11
1640,5e5ec7f6aa1573695a05c0ee,mp-28562,RbAsSe2,300,-120.7723872,1155.2352009237284,3799.93,8.06122,499.82
1641,5e5ec7f6aa1573695a05c0ef,mp-29849,Ag3SnP7,300,-101.88502155,452.44079836129254,8234.19,14.8472,1563.41
1642,5e5ec7f6aa1573695a05c0f0,mp-1443,Sn3F8,300,-106.8050343,377.30363597171333,3547.14,10.314,604.809
1643,5e5ec7f6aa1573695a05c0f1,mp-754698,NbO2,300,-108.08170384,172.40353303772847,2798.06,2.79805,119222000.0
1644,5e5ec7f7aa1573695a05c0f2,mp-605027,Mg5Pd2,300,-82.5537041,553.8972354361333,14946.9,14.9453,749222000.0
1646,5e5ec7f7aa1573695a05c0f4,mp-36194,Ba2TiO4,300,-51.44314877,139.35148708110296,4703.73,10.7564,573.898
1647,5e5ec7f7aa1573695a05c0f5,mp-4142,MnSbPd,300,-18.73979512,58.26185266051831,84302.3,84.3064,321909000.0
1648,5e5ec7f7aa1573695a05c0f6,mp-12754,ThPt,300,-31.82870348,99.47073636195027,47813.5,47.8078,1139220000.0
1649,5e5ec7f7aa1573695a05c0f7,mp-626994,Ba(HO)2,300,-219.07775177,527.3815286637673,689.57,9.49364,1172.84
1650,5e5ec7f7aa1573695a05c0f8,mp-755084,Na6MgO4,300,-90.84015005,309.51954328892293,363.313,10.4455,1467.43
1651,5e5ec7f7aa1573695a05c0f9,mp-974467,Ru3Cl,300,-25.81837254,58.55708877853773,18190.6,18.1902,899310000.0
1652,5e5ec7f8aa1573695a05c0fa,mp-631194,La3Ga4Cl,300,-73.53346077,391.3357562616641,20907.7,20.9154,321461000.0
1656,5e5ec7f8aa1573695a05c0fe,mp-19134,CaCrP2O7,300,-163.6409768,272.9810999873477,1312.94,3.08359,134.597
1657,5e5ec7f8aa1573695a05c0ff,mp-27485,Tc2O7,300,-266.8425375,657.3615235663569,2402.36,2.22239,57.5745
1658,5e5ec7f8aa1573695a05c100,mp-557950,TiZn(BiO3)2,300,-64.46922635,138.95897491463276,1700.74,10.0037,1486.77
1659,5e5ec7f8aa1573695a05c101,mp-12929,SmAsO4,300,-86.65484758,171.81724729979646,1280.89,9.17363,1140.8
1661,5e5ec7f9aa1573695a05c103,mp-17658,Sm(NiGe)3,300,-79.35712503,216.96638031366524,152.531,0.152528,939740000.0
1663,5e5ec7f9aa1573695a05c105,mp-20177,Pu(FeSi)2,300,-42.8921795,72.11287691625981,10163.8,10.1637,176623000.0
1665,5e5ec7f9aa1573695a05c107,mp-768330,Sn2P2O7,300,-443.09979148,996.609245117626,5537.49,7.10185,629.571
1666,5e5ec7f9aa1573695a05c108,mp-778446,Cr2(PS4)3,300,-358.09354325,1985.221042534436,1591.25,1.58992,8765270.0
1668,5e5ec7f9aa1573695a05c10a,mp-23339,NaBrO3,300,-82.91326477,317.21488614492233,1286.18,3.30683,130.832
1669,5e5ec7faaa1573695a05c10b,mp-686466,Pr16Si16N27Cl3O14,300,-1217.65002211,2324.622698212763,460.87,0.30448,3.15837
1670,5e5ec7faaa1573695a05c10c,mp-510057,Gd3NbS3O4,300,-454.115731,731.5475677678135,14437.9,0.228395,4.44799
1671,5e5ec7faaa1573695a05c10d,mp-867294,U3(PO9)2,300,-720.53346495,1691.9702748422887,8950.25,8.81026,18914.2
1675,5e5ec7faaa1573695a05c111,mp-684736,TiH12N3F7,300,-109.05676125,277.4325672917205,54.6445,0.0549038,0.324485
1677,5e5ec7fbaa1573695a05c113,mp-753947,LuHO2,300,-57.25927125,86.62643322218702,1214.28,9.64196,1166.39
1678,5e5ec7fbaa1573695a05c114,mp-763941,Mn6OF11,300,-116.1920922,241.84111509470506,9130.51,9.12498,34410300.0
1679,5e5ec7fbaa1573695a05c115,mp-567698,CsTiI3,300,-37.08153689,421.7155740746859,1057.53,1.05745,23169400.0
1680,5e5ec7fbaa1573695a05c116,mp-28597,Na5InTe4,300,-239.89999173,2725.4163232425653,5636.02,11.9724,1554.15
1682,5e5ec7fbaa1573695a05c118,mp-554793,YH7C4O11,300,-613.29162116,994.7742341891296,1236.05,2.40752,49.5924
1683,5e5ec7fbaa1573695a05c119,mp-641945,Tb2Sb5,300,-137.90859404,810.7062289247048,21128.8,21.1417,155537000.0
1684,5e5ec7fcaa1573695a05c11a,mp-764154,LiCo2OF3,300,-73.03454011,160.28314943155075,993.815,0.0626701,0.463928
1685,5e5ec7fcaa1573695a05c11b,mp-542451,Rb2NaAl3F12,300,-195.1653116,513.6164470504576,23.6683,8.79561,1035.73
1686,5e5ec7fcaa1573695a05c11c,mp-572741,CsUP3O11,300,-487.43862023,1041.989998970396,941.326,0.423686,3.23704
1687,5e5ec7fcaa1573695a05c11d,mp-28667,Ta(NiTe)2,300,-126.14827167,417.15364535260363,25833.9,25.8293,354911000.0
1688,5e5ec7fcaa1573695a05c11e,mp-752840,Na6SbO5,300,-106.72942379,339.14326339414856,10510.6,10.5075,154820000.0
1690,5e5ec7fcaa1573695a05c120,mp-768954,Ba2YCl7,300,-190.54386495,1163.761816446225,699.584,1.12323,30.1441
1692,5e5ec7fdaa1573695a05c122,mp-27451,Tl3PbBr5,300,-108.26606614,1263.5705839997474,2806.5,8.47453,759.952
1693,5e5ec7fdaa1573695a05c123,mp-541032,Te7As5I,300,-46.87970517,411.81773474888587,4186.77,22.7433,2628.09
1694,5e5ec7fdaa1573695a05c124,mp-635471,CeBi,300,-11.10206661,63.07408042313933,202489.0,202.473,247937000.0
1696,5e5ec7fdaa1573695a05c126,mp-8190,Tl2SiS3,300,-52.27527725,348.6028662373509,6611.86,14.0045,1056.62
1697,5e5ec7fdaa1573695a05c127,mp-555259,UTe2PbO8,300,-329.61715594,797.8876521266607,1368.0,0.480474,10.3583
1698,5e5ec7fdaa1573695a05c128,mp-699558,K10Zr3Cd(MoO4)12,300,-505.01551224,1313.9534590870203,47.2312,0.700623,17.4608
1699,5e5ec7fdaa1573695a05c129,mp-30710,Pr2Zn17,300,-36.03773882,317.3273546485637,4288.51,4.28889,670989000.0
1700,5e5ec7feaa1573695a05c12a,mp-20588,ZrCuSiP,300,-52.70032555,123.01532300646289,7626.15,7.6275,499016000.0
1701,5e5ec7feaa1573695a05c12b,mp-980645,YErRh2,300,-29.31753862,80.3290495866226,942.487,0.942463,871408000.0
1703,5e5ec7feaa1573695a05c12d,mp-558270,AlS5N5Cl4,300,-603.27781338,3050.6113787385475,369.36,1.12768,35.5537
1704,5e5ec7feaa1573695a05c12e,mp-974789,Rb3Sn,300,-6.88873512,202.20496273524196,3221.73,3.22158,95656100.0
1706,5e5ec7feaa1573695a05c130,mp-5590,YMgGa,300,-37.92344756,204.9230794302699,43546.2,43.6296,116825000.0
1707,5e5ec7feaa1573695a05c131,mp-6135,Ba2PrIrO6,300,-69.73210136,160.6472697120244,53944.5,53.9179,131934000.0
1708,5e5ec7ffaa1573695a05c132,mp-542749,K2(MoSe6)3,300,-214.33797057,1330.2645071028974,1168.89,7.5314,635.527
1709,5e5ec7ffaa1573695a05c133,mp-777448,Li2VF4,300,-76.76310598,163.3231394922696,343.571,6.03242,835.965
1710,5e5ec7ffaa1573695a05c134,mp-6560,KSO2F,300,-52.24908332,185.90263242562773,2808.47,7.53873,261.484
1711,5e5ec7ffaa1573695a05c135,mp-771304,Li3SiSbCO7,300,-169.21455675,313.9825011424979,8113.1,6.80902,312.687
1712,5e5ec7ffaa1573695a05c136,mp-28369,GeH3Cl,300,-35.05333021,191.4351139806069,3081.11,10.3948,782.885
