,id,identifier,formula,temperature,energy,volume,⟨S²σ⟩p,⟨S²σ⟩n,κₑᵉ
11318,5e5ee55daa1573695a060c3c,mp-559243,Nd2Ta2Cl2O7,300,-110.23258546,195.74215270960704,5030.11,4.9246,249.345
11319,5e5ee55daa1573695a060c3d,mp-708999,KSn2H36C12(Se2N)3,300,-599.02746108,1547.1376445271303,121.217,1.45979,62.7178
11320,5e5ee55daa1573695a060c3e,mp-557737,Al2BiS4,300,-136.35526594,711.1457928803029,8507.88,6.58651,505.383
11321,5e5ee55daa1573695a060c3f,mp-720334,Na2P2H14O13,300,-338.73356648,594.6255097030094,185.084,8.85837,1025.94
11322,5e5ee55daa1573695a060c40,mp-3020,mp-3020,300,-38.70776277,72.48772365898598,14107.6,14.1089,991047000.0
11323,5e5ee55eaa1573695a060c41,mp-9273,K3Sb2Au3,300,-25.14814574,254.9442877569503,18210.0,23.8689,1734.81
11325,5e5ee55eaa1573695a060c43,mp-625789,Sn3(HO2)2,300,-195.30062616,674.3130740157897,5599.33,4.79903,276.51
11326,5e5ee55eaa1573695a060c44,mp-29938,Ba(GaSb)2,300,-150.97617471,1216.9182250784281,9691.84,9.42462,1949660.0
11327,5e5ee55eaa1573695a060c45,mp-541071,KZrP2HO8,300,-381.64922586,780.5175607538788,979.004,4.94572,263.132
11328,5e5ee55eaa1573695a060c46,mp-7560,LuBO3,300,-83.64963531,113.50524788594775,2239.55,8.87912,1234.73
11329,5e5ee55eaa1573695a060c47,mp-772063,BaLaCl5,300,-262.88223034,1843.1267598436023,1683.8,0.0195564,0.356135
11331,5e5ee55eaa1573695a060c49,mp-37312,Na(La2Se3)4,300,-248.69031907,1131.2573949747311,22109.0,22.1202,35722700.0
11334,5e5ee55faa1573695a060c4c,mp-976263,Li3Nb,300,-13.02726878,70.47015097701936,3344.47,3.34441,565659000.0
11335,5e5ee55faa1573695a060c4d,mp-7655,BaSi2,300,-13.80165817,77.57876234373963,4676.11,4.67637,565290000.0
11337,5e5ee55faa1573695a060c4f,mp-991652,VCu3Te4,300,-35.88509066,207.09268807168712,25325.7,6.4929,336.708
11338,5e5ee55faa1573695a060c50,mp-14686,Y5(Si7Os2)2,300,-335.76617126,813.5419077757242,57272.9,57.3211,61392300.0
11339,5e5ee55faa1573695a060c51,mp-554111,Ti3Tl3(PO4)5,300,-916.81360348,1772.1748261999999,6894.02,0.608723,26.3491
11340,5e5ee560aa1573695a060c52,mp-695948,PH4SNO2,300,-596.72839197,1330.3669863478967,193.925,8.74837,1241.17
11342,5e5ee560aa1573695a060c54,mp-694965,Li3(NiO2)8,300,-127.71341753,270.3636953952688,46642.8,46.6576,51172800.0
11343,5e5ee560aa1573695a060c55,mp-973022,ScRu3,300,-34.33577824,61.13257685167843,45003.3,45.0057,1459670000.0
11345,5e5ee560aa1573695a060c57,mp-23147,Na4Al3Si3BrO12,300,-310.97921356,736.917978535629,66.7293,8.90913,1133.98
11346,5e5ee560aa1573695a060c58,mp-17045,Hf3Rh5,300,-148.06445386,264.01128263852473,53889.6,53.906,391424000.0
11347,5e5ee560aa1573695a060c59,mp-753477,Li3BiS3,300,-113.2407366,570.8042931601773,6084.19,11.8651,683.742
11348,5e5ee561aa1573695a060c5a,mp-675369,NaNO2,300,-33.05401096,130.17056711767552,21372.6,21.3728,979039.0
11349,5e5ee561aa1573695a060c5b,mp-5606,AlTlF4,300,-31.59307607,88.58047743276887,5229.38,14.2645,970.481
11352,5e5ee58797d520124378ef87,mp-17650,KGaS2,300,-132.78098008,826.8854070028902,1315.67,10.8319,1615.79
11353,5e5ee58797d520124378ef88,mp-15053,Y(PdO2)2,300,-95.4811836,171.55402292850076,27349.2,27.3531,303252000.0
11354,5e5ee58797d520124378ef89,mp-9834,NdGaO3,300,-28.6780187,95.05694479689349,73061.3,73.0587,861956000.0
11355,5e5ee58797d520124378ef8a,mp-24409,PH4I,300,-42.0499468,192.36898111220344,3650.66,13.6272,1157.02
11356,5e5ee58797d520124378ef8b,mp-622196,KHgC3(SN)3,300,-265.01533948,945.7419873677467,1385.25,6.86328,555.048
11357,5e5ee58797d520124378ef8c,mp-559493,TiPCl7O,300,-356.38213293,2417.5541903518924,202.434,0.149084,3.34833
11358,5e5ee58897d520124378ef8d,mp-679997,CsAg2(B5O8)3,300,-1282.39458307,2095.2941228898585,12.18,7.06336,560.613
11359,5e5ee58897d520124378ef8e,mp-541728,Si2Ag6O7,300,-317.83500246,870.6200724675551,2530.41,9.16894,950.706
11360,5e5ee58897d520124378ef8f,mp-38972,Ba3Re2O9,300,-106.6069566,203.28511597089667,11412.2,11.4135,211950000.0
11361,5e5ee58897d520124378ef90,mp-4922,MnAlNi2,300,-26.06740392,48.34806868260525,27011.2,27.0121,1624860000.0
11362,5e5ee58897d520124378ef91,mp-639511,SiO2,300,-758.74607717,2000.6185968874001,681.515,8.3195,817.874
11364,5e5ee58897d520124378ef93,mp-562920,CsAl(SiO3)2,300,-587.82466649,1355.1973808986713,347.473,9.53615,1045.4
11365,5e5ee58897d520124378ef94,mp-570530,Cs(BCl)6,300,-257.76488318,1270.4523832320663,87.7432,6.08775,593.159
11366,5e5ee58897d520124378ef95,mp-540794,Ba3SrNb2O9,300,-229.43332201,519.2363814750456,4446.2,6.01124,317.458
11367,5e5ee58997d520124378ef96,mp-672675,SNClO4,300,-135.7849467,726.2932900773003,3255.44,0.932716,62.2795
11368,5e5ee58997d520124378ef97,mp-13085,Mn2CoSb,300,-29.35047492,53.76671257529008,36601.2,36.6043,219195000.0
11370,5e5ee58997d520124378ef99,mp-20393,Sr2InPt2,300,-44.6725289,258.4987223607477,80632.4,80.6014,273409000.0
11374,5e5ee58997d520124378ef9d,mp-765948,Li4Nb3Cr2Fe3O16,300,-205.09988372,315.15454478893975,36213.7,38.322,2404.82
11376,5e5ee58a97d520124378ef9f,mp-556020,Li3AlF6,300,-211.7469118,399.53752126473864,628.346,7.98743,778.455
11377,5e5ee58a97d520124378efa0,mp-29474,Na2Ti3Cl8,300,-60.56812062,309.56960725464273,701.958,0.701895,42544400.0
11378,5e5ee58a97d520124378efa1,mp-4208,Ca2RuO4,300,-95.64951531,179.56871239366927,20283.6,20.2829,463219000.0
11379,5e5ee58a97d520124378efa2,mp-21546,mp-21546,300,-368.39557807,655.1425588971305,23657.1,23.6629,45259200.0
11381,5e5ee58a97d520124378efa4,mp-568819,Bi20(PtBr12)3,300,-193.38220446,2329.5347320112814,1556.22,7.04203,491.117
11382,5e5ee58a97d520124378efa5,mp-866522,Ca2SnS4,300,-33.27157686,171.06833014160773,1898.57,10.5074,1711.63
11383,5e5ee58b97d520124378efa6,mp-675078,Ba(FeS2)2,300,-41.38179875,150.12277991378255,14941.1,14.9387,132150000.0
11384,5e5ee58b97d520124378efa7,mp-29426,Y5C2I9,300,-336.44960512,2329.349828381949,464.837,0.819989,16.3606
11385,5e5ee58b97d520124378efa8,mp-2786,Ca5Zn3,300,-30.75952057,476.6512747308478,13646.2,13.6477,344495000.0
11386,5e5ee58b97d520124378efa9,mp-707250,CaZn2(H5O4)2,300,-208.35800776,405.8794072617439,586.55,9.15103,1243.69
11387,5e5ee58b97d520124378efaa,mp-570245,Ba2GaGeN,300,-45.53572557,276.9655734091331,86812.6,86.5372,18103300.0
11388,5e5ee58b97d520124378efab,mp-560119,TbCl2F,300,-43.50923762,169.4594360930563,5368.81,6.37139,495.647
11389,5e5ee58b97d520124378efac,mp-561154,La(BO2)3,300,-329.3142871,371.95185894264773,4923.91,0.146302,3.83714
11390,5e5ee58b97d520124378efad,mp-774319,Li10Ti2Fe3Ni3O16,300,-202.37917196,303.796755209419,1192.18,1.82669,104.311
11391,5e5ee58c97d520124378efae,mp-779979,Hf2N2O,300,-422.20701317,513.2819455987221,3013.2,8.20167,822.576
11392,5e5ee58c97d520124378efaf,mp-541677,Cd2AsO4F,300,-159.24083015,479.72254069368023,939.694,10.4331,1767.01
11393,5e5ee58c97d520124378efb0,mp-631274,KFeP,300,-12.8762399,65.51006038311462,11310.2,11.3099,154508000.0
11394,5e5ee58c97d520124378efb1,mp-23827,Sr7(H6Cl)2,300,-73.69673213,342.2735742695551,2971.4,4.16448,140.483
11395,5e5ee58c97d520124378efb2,mp-5787,SrCuO2,300,-45.21788269,117.71570613187394,1982.15,1.98199,448101000.0
11396,5e5ee58c97d520124378efb3,mp-13596,K2ZrF6,300,-104.81822764,275.96148830138765,1060.81,0.622993,12.6495
11398,5e5ee58c97d520124378efb5,mp-720874,PH5NO4,300,-254.27298035,387.38996946308737,320.91,7.92772,792.31
11399,5e5ee58c97d520124378efb6,mp-867943,Na3H7Os,300,-167.47453337,489.6722965707597,523.185,11.0271,587.554
11400,5e5ee58d97d520124378efb7,mp-21144,TbCoGe,300,-73.27501374,212.32241121320826,6087.63,6.088,255310000.0
11401,5e5ee58d97d520124378efb8,mp-37741,Ba(LaSe2)2,300,-80.0306267,404.63273589393987,5631.42,7.44733,867.367
11402,5e5ee58d97d520124378efb9,mp-30713,Ho2Zn17,300,-35.05404022,305.8076376773613,1284.04,1.28413,720609000.0
11404,5e5ee58d97d520124378efbb,mp-760679,Cu3OF5,300,-76.22641158,204.51566317532308,4942.72,4.94279,75194300.0
11405,5e5ee58d97d520124378efbc,mp-770500,Na6Mn2B4SO16,300,-379.70763538,672.5514276468107,2987.23,1.57813,68.1045
11406,5e5ee58d97d520124378efbd,mp-567256,P2H19C6I2NCl4,300,-638.29017863,2001.3353589083167,192.293,0.393792,4.21571
11408,5e5ee58e97d520124378efbf,mp-1356,Sb2Pd,300,-57.86732793,282.9124560350497,34778.5,34.7674,374821000.0
11409,5e5ee58e97d520124378efc0,mp-29638,BiTePt,300,-56.45812591,309.41041285800793,240.17,0.240172,621969000.0
11411,5e5ee58e97d520124378efc2,mp-636383,Ba4Sm2Cu2O9,300,-220.28534571,565.1780168205942,1268.35,1.26813,107453000.0
11412,5e5ee58e97d520124378efc3,mp-532626,NdAl6Si30(N15O)3,300,-681.13248484,926.2042152905685,5180.3,2.87763,122.88
11413,5e5ee58e97d520124378efc4,mp-561108,Y(IO3)3,300,-273.69702625,831.8400762632087,1902.53,4.81732,194.316
11415,5e5ee58e97d520124378efc6,mp-28382,K4ZnO3,300,-121.83327225,650.1351618264252,227.106,9.44948,1330.05
11416,5e5ee58f97d520124378efc7,mp-5618,Mg2As2O7,300,-67.42802319,135.67025737639625,1676.77,9.65571,1277.25
11417,5e5ee58f97d520124378efc8,mp-20960,In2NiS4,300,-60.94228796,294.9792895595959,34150.9,34.1469,158613000.0
11418,5e5ee58f97d520124378efc9,mp-4249,Hg(CO2)2,300,-89.28843301,175.43566798560042,1338.05,8.47487,469.186
11419,5e5ee58f97d520124378efca,mp-977310,OsAu3,300,-18.2791815,68.43981670686092,52621.2,52.618,709737000.0
11420,5e5ee58f97d520124378efcb,mp-561005,SrBi6(PO5)4,300,-206.33465413,440.4423284855349,2096.48,6.17239,311.48
11421,5e5ee58f97d520124378efcc,mp-18206,Co2As,300,-231.40783419,439.12675604343036,12434.2,12.4331,54035600.0
11422,5e5ee58f97d520124378efcd,mp-684690,Sc2Se3,300,-63.03036345,244.72532608145488,13007.9,13.008,97512500.0
11423,5e5ee58f97d520124378efce,mp-648053,NaPO3,300,-260.50588533,565.0118352696051,218.739,8.92161,964.179
11424,5e5ee59097d520124378efcf,mp-22867,RbBr,300,-6.14064914,86.78050690801828,1104.82,9.74609,1412.9
11425,5e5ee59097d520124378efd0,mp-29612,RbEu2I5,300,-167.61879355,1331.421706778496,3.74157,5.51118,1494.91
11426,5e5ee59097d520124378efd1,mp-559303,MoS3(NCl4)2,300,-235.34245898,1527.9736332946475,2013.94,1.15971,62.448
11427,5e5ee59097d520124378efd2,mp-770941,Li4Mn3Nb2Fe3O16,300,-200.59272294,306.97073724994357,1757.54,3.95093,310.727
11428,5e5ee59097d520124378efd3,mp-6568,BaCa(CO3)2,300,-149.43404832,279.25791913788237,3889.91,6.34651,359.065
11429,5e5ee59097d520124378efd4,mp-762595,Li2Fe3CoO8,300,-331.05761716,569.9577108572662,3274.17,3.27523,11981100.0
11430,5e5ee59097d520124378efd5,mp-15257,Tb2Se3,300,-116.45997564,500.57169319425077,6043.1,9.40303,1373.03
11431,5e5ee59097d520124378efd6,mp-24124,NdH2ClO2,300,-71.41937862,156.107210168883,3883.54,6.64676,535.464
11432,5e5ee59197d520124378efd7,mp-772529,Y2W2O9,300,-211.51445024,335.0051549570718,1804.89,2.89241,142.936
11433,5e5ee59197d520124378efd8,mp-17939,Na2SiF6,300,-139.81728244,346.5429896938366,60.9232,8.722,823.067
11434,5e5ee59197d520124378efd9,mp-28616,NbTe5Pd,300,-134.52237055,834.6081593903031,7809.22,7.80746,396053000.0
11435,5e5ee59197d520124378efda,mp-30184,H4C7O,300,-337.59294765,532.8952975899433,436.31,1.50922,21.0207
11437,5e5ee59197d520124378efdc,mp-27539,La2ReO5,300,-139.42044457,244.87925296482103,3379.31,3.19725,155.571
11438,5e5ee59197d520124378efdd,mp-573812,Cs3As11,300,-232.1207032,2115.7698897486584,1406.41,4.62964,412.837
11439,5e5ee59197d520124378efde,mp-19415,Er(FeO2)2,300,-50.69155753,89.00105287930398,79.4971,0.0794174,223536000.0
11440,5e5ee59297d520124378efdf,mp-759485,LiSb(PO3)4,300,-245.97392576,477.639603336188,3937.42,2.13855,67.8077
11441,5e5ee59297d520124378efe0,mp-624186,La9B3C6Br5,300,-299.06406944,1034.3942874749594,121062.0,121.155,131884000.0
11442,5e5ee59297d520124378efe1,mp-865865,Yb(ErS2)2,300,-168.62154582,648.8534565434783,7071.06,10.7721,1335.98
11443,5e5ee59297d520124378efe2,mp-2574,ZrO2,300,-56.79015783,70.12060758930454,3543.56,7.78276,630.212
11444,5e5ee59297d520124378efe3,mp-16522,Al2Pd,300,-14.52535009,52.51487798596236,1.32453,0.00132453,3452090000.0
11445,5e5ee59297d520124378efe4,mp-571203,Sr(CoAs)2,300,-28.28870396,92.68961958159865,60015.9,60.019,566481000.0
11446,5e5ee59297d520124378efe5,mp-754478,HfZrO4,300,-58.8111862,78.0246524428492,4673.06,11.0768,647.024
11449,5e5ee59397d520124378efe8,mp-557272,AlS2(NCl2)2,300,-162.44857654,926.9360040546417,1854.0,0.3332,3.83167
11451,5e5ee59397d520124378efea,mp-4434,TbAlO3,300,-159.45689683,210.14534287682636,4079.64,5.96213,238.797
11452,5e5ee59397d520124378efeb,mp-722467,CdH18Se4(N2O7)2,300,-207.79187509,424.2968717608085,375.946,7.01574,626.669
11454,5e5ee59397d520124378efed,mp-27748,Be(B3H7)2,300,-371.97114689,818.8085703413288,4603.71,2.48883,147.828
11455,5e5ee59397d520124378efee,mp-8446,K2CuP,300,-26.08905445,213.01798631843792,1684.16,10.7132,1046.13
11456,5e5ee59497d520124378efef,mp-567948,Rb2Pd(IBr2)2,300,-24.95290451,328.1941113504112,3935.42,23.6665,2336.41
11457,5e5ee59497d520124378eff0,mp-867228,K2Mn(PSe3)2,300,-98.68996837,637.4447659446655,5096.68,5.4013,427.503
11458,5e5ee59497d520124378eff1,mp-504211,LiSn(PO3)3,300,-191.53968871,367.2783287876818,4031.62,6.42099,339.832
11459,5e5ee59497d520124378eff2,mp-686588,RbNa10Al11Si13O48,300,-584.73729206,1910.3552097680881,0.367298,5.24971,303.212
11460,5e5ee59497d520124378eff3,mp-766919,Li8MnCr3O12,300,-147.83756935,207.75098726152038,2534.62,1.11314,59.3894
11463,5e5ee59497d520124378eff6,mp-560673,NaPr2S2O8F3,300,-211.07527224,414.04244452837605,1342.27,2.97014,145.197
11467,5e5ee59597d520124378effa,mp-21372,CePRuO,300,-67.56065817,129.64966087377485,11722.3,11.7211,118763000.0
11469,5e5ee59597d520124378effc,mp-22074,CeTaO4,300,-226.34016122,325.9603783568885,2345.97,2.34581,11273800.0
11471,5e5ee59697d520124378effe,mp-18308,CaZn2(PO4)2,300,-169.18764066,345.4077278407238,729.151,8.8184,968.793
11472,5e5ee59697d520124378efff,mp-754109,PrAsO4,300,-86.23190946,160.16744986255404,895.532,9.14643,1058.6
11474,5e5ee59697d520124378f001,mp-542933,TbMg2Cu9,300,-93.79802077,350.60815237666867,41337.3,41.3295,546589000.0
11475,5e5ee59697d520124378f002,mp-568841,Np3Te4,300,-112.35570694,404.9120455251351,71.0235,0.0710235,8097290.0
11476,5e5ee59697d520124378f003,mp-760205,Ba16S16O59,300,-591.02327916,1451.5255769702833,109.089,3.3721,147.823
11477,5e5ee59697d520124378f004,mp-17023,UNi2,300,-94.32254697,173.2671886892586,3599.97,3.59999,197589000.0
11478,5e5ee59697d520124378f005,mp-707239,H8C2SeS2(BrN2)2,300,-391.1247621,1167.9882877473956,2659.74,0.761379,22.0753
11480,5e5ee59797d520124378f007,mp-7424,BPd2,300,-35.68017268,77.99266125452705,4810.31,4.81009,1493970000.0
11482,5e5ee59797d520124378f009,mp-771669,Li5Mn5O12,300,-142.83832099,228.9583340940054,942.197,3.83512,184.327
11483,5e5ee59797d520124378f00a,mp-721442,PH5(NO2)2,300,-268.32879098,478.43038269695836,3201.56,3.2006,10468600.0
11484,5e5ee59797d520124378f00b,mp-767776,P4WO12,300,-246.64503153,457.10375586345054,1576.97,1.97831,40.8152
11485,5e5ee59797d520124378f00c,mp-4888,mp-4888,300,-110.52828132,178.2928331852058,5005.26,5.92789,284.531
11486,5e5ee59797d520124378f00d,mp-25082,Mo(CO)6,300,-399.14542318,923.8255412861729,815.919,4.40293,170.499
11487,5e5ee59797d520124378f00e,mp-27243,K2PtBr4,300,-22.77671542,251.99529593073652,1379.49,9.38275,681.409
11488,5e5ee59897d520124378f00f,mp-10772,CeAsO4,300,-175.78388252,336.267897202727,7399.56,7.46731,3827.79
11489,5e5ee59897d520124378f010,mp-974253,HoErZn2,300,-13.07554196,88.98417604395911,14947.3,14.9479,732574000.0
11490,5e5ee59897d520124378f011,mp-510041,Hf2Ni2Sn,300,-153.3877866,339.13294642781597,30548.2,30.5545,248956000.0
11491,5e5ee59897d520124378f012,mp-754521,Sr(IO3)2,300,-88.16063298,323.5693730172267,3192.03,10.5796,663.534
11492,5e5ee59897d520124378f013,mp-778614,Li4Cr2Ni3Sn(PO4)6,300,-264.58507396,473.7833276971825,479.999,5.06328,547.135
11493,5e5ee59897d520124378f014,mp-28944,BiTeCl,300,-21.34190809,226.76277667745455,2440.64,15.2434,2232.97
11494,5e5ee59897d520124378f015,mp-13502,TmCoC2,300,-31.48468792,46.60766339109689,98414.6,98.4308,277670000.0
11495,5e5ee59897d520124378f016,mp-676800,Ti7Ni3N10,300,-173.98405441,188.90685249478747,6697.67,6.6972,76893400.0
11496,5e5ee59997d520124378f017,mp-1697,TbPt2,300,-40.12206625,114.481846553561,2562.44,2.56235,700759000.0
11497,5e5ee59997d520124378f018,mp-8016,AlCuSe2,300,-34.67100451,177.3921184288757,1905.99,11.1451,2862.06
11498,5e5ee59997d520124378f019,mp-759636,Nb5O12F,300,-314.93605896,456.2920947676599,3060.09,13.2208,578.514
11499,5e5ee59997d520124378f01a,mp-30018,Rb2ZnI4,300,-34.68506806,660.1377236684805,2800.57,9.36878,1305.58
11500,5e5ee59997d520124378f01b,mp-866646,KGeBiS4,300,-122.09662558,748.456529318158,3133.91,9.25027,842.001
11501,5e5ee59997d520124378f01c,mp-6716,Ba4Zr(RuO4)3,300,-146.31825256,292.337329734437,25158.0,25.1557,144849000.0
11503,5e5ee59997d520124378f01e,mp-504425,Nb3As,300,-293.13568164,564.3053212394087,8116.3,8.11706,126133000.0
11504,5e5ee59a97d520124378f01f,mp-14069,CsAlO2,300,-49.12345462,138.18615501709868,1751.5,10.2422,1419.22
11505,5e5ee59a97d520124378f020,mp-505055,Na3B5Pt9,300,-198.09462408,494.40590291891556,4341.28,4.34306,306926000.0
11506,5e5ee59a97d520124378f021,mp-707734,AsHPb4(ClO)4,300,-268.05688936,1212.5825774040845,1509.18,6.19595,385.933
11507,5e5ee59a97d520124378f022,mp-14815,TaTe5Pt,300,-72.34995807,427.5037322707856,5858.75,5.85563,436868000.0
11508,5e5ee59a97d520124378f023,mp-567699,HgB2(CN)8,300,-147.20135212,332.95733262933584,1078.83,4.93608,311.977
11509,5e5ee59a97d520124378f024,mp-562517,CaMg(SiO3)2,300,-145.80557649,256.820623504209,573.464,9.31779,938.279
11510,5e5ee59a97d520124378f025,mp-690136,Mg4Al3(HO)17,300,-229.33786461,391.6580210892491,341.978,6.23197,462.905
11511,5e5ee59a97d520124378f026,mp-10616,BaLiAs,300,-11.31732487,83.02655598491421,12075.7,15.3622,1125.69
11512,5e5ee59b97d520124378f027,mp-625051,NaHO,300,-13.4829064,31.251516742981362,1390.83,9.41713,1220.84
11513,5e5ee59b97d520124378f028,mp-19388,BaNi2(AsO4)2,300,-76.71970966,175.61216747062332,1285.86,7.23684,1304.26
11514,5e5ee59b97d520124378f029,mp-11209,AlAs,300,-17.75877003,74.38153895711062,10706.8,10.7057,783461000.0
11515,5e5ee59b97d520124378f02a,mp-606377,Ce2Zn4Ru,300,-57.36357957,268.80347104282066,52857.8,52.8505,76200500.0
11516,5e5ee59b97d520124378f02b,mp-720245,CsKNaLi13(SiO4)4,300,-418.88310557,826.7867605370145,192.308,8.76268,738.849
11517,5e5ee59b97d520124378f02c,mp-770795,Na3CuBSO7,300,-150.61079121,324.80692411620345,1414.26,0.904835,0.000688856
11518,5e5ee59b97d520124378f02d,mp-16807,Dy3(AlNi3)2,300,-124.41261155,352.9336018242683,3941.23,3.94144,188168000.0
11520,5e5ee59c97d520124378f02f,mp-35835,Ag(AuS)2,300,-34.92257766,232.81179438178364,22206.3,22.2032,209078000.0
11521,5e5ee59c97d520124378f030,mp-556151,H9C3N3O2,300,-402.5821638,624.7711374077578,2060.64,1.56839,53.8128
11522,5e5ee59c97d520124378f031,mp-765538,Li3Co2NiO6,300,-64.94906045,100.4970678049512,61764.3,61.7503,197051000.0
11523,5e5ee59c97d520124378f032,mp-705479,SnH6Cl4O3,300,-242.82970899,902.802451029569,202.245,6.31707,589.935
11526,5e5ee59c97d520124378f035,mp-556672,Sn(SeO3)2,300,-200.53039791,583.9180570551931,338.957,10.0941,1166.51
11527,5e5ee59c97d520124378f036,mp-13352,RbUCuS3,300,-72.00990664,302.90716755735,8150.15,8.14746,50103200.0
11528,5e5ee59d97d520124378f037,mp-972062,YbTmHg2,300,-8.82816927,101.32640001676579,4403.84,4.404,1404870000.0
11529,5e5ee59d97d520124378f038,mp-561635,CsSmSiS4,300,-150.80783798,798.1025656187184,4117.08,5.48808,219.793
11530,5e5ee59d97d520124378f039,mp-4355,YTiO3,300,-180.75576733,236.57786966378833,21801.1,21.7939,65573900.0
11531,5e5ee59d97d520124378f03a,mp-555522,EuPH5CO7,300,-199.12227041,348.1665651870931,6650.89,6.64806,13424600.0
11532,5e5ee59d97d520124378f03b,mp-17989,K3PS4,300,-133.02967461,908.8812942314802,1869.62,7.28962,830.528
11533,5e5ee59d97d520124378f03c,mp-562499,Yb3Ga5O12,300,-484.24933934,952.3565560365124,6.44432,0.00644421,10476300.0
11534,5e5ee59d97d520124378f03d,mp-2826,Lu2S3,300,-63.37292501,239.0113869572428,11576.2,13.6978,591.235
11535,5e5ee59d97d520124378f03e,mp-600032,SiO2,300,-1137.9862419,3261.3456575462164,67.5224,7.53025,887.775
11536,5e5ee59e97d520124378f03f,mp-756452,SmDyO3,300,-165.64686274,298.02428881238257,2885.09,10.1843,1042.79
11537,5e5ee59e97d520124378f040,mp-510349,Ag13OsO6,300,-165.53475665,602.4996769982275,21055.4,21.0591,188370000.0
11538,5e5ee59e97d520124378f041,mp-23131,Sr2BN2Cl,300,-149.98325743,489.1841753636861,1527.72,9.76666,1240.55
11539,5e5ee59e97d520124378f042,mp-675626,Cu3AsSe4,300,-32.1160953,175.99732290320887,33978.7,33.9621,238858000.0
11540,5e5ee59e97d520124378f043,mp-5985,HoTaO4,300,-111.85126677,149.69908427015946,4734.37,5.82653,283.557
11541,5e5ee59e97d520124378f044,mp-570595,DySiRu2C,300,-81.76030631,151.71401972913122,20390.6,20.3933,511468000.0
11542,5e5ee59e97d520124378f045,mp-771185,K2Ge2O5,300,-312.60079638,937.7233379122349,45.7065,8.95085,1101.73
11543,5e5ee59e97d520124378f046,mp-5942,NaAsS2,300,-66.54536824,395.11170130896284,3143.86,10.7158,895.323
11544,5e5ee59f97d520124378f047,mp-616481,NbFeTe2,300,-104.58003039,386.9355650493194,7643.92,7.64557,122649000.0
11545,5e5ee59f97d520124378f048,mp-3775,Na2SiF6,300,-141.41433136,360.3853460654701,32.7401,8.91427,721.19
11546,5e5ee59f97d520124378f049,mp-743906,La5MnRe3O16,300,-213.02390317,332.7904730076218,6646.1,6.64603,6922500.0
11548,5e5ee59f97d520124378f04b,mp-757045,Ti3Nb(CuO4)3,300,-143.81210039,207.58322698796528,291.197,0.291195,198658000.0
11549,5e5ee59f97d520124378f04c,mp-976847,Ni3Sb,300,-22.02575697,51.72343504946597,331981.0,332.012,840171000.0
11551,5e5ee5a097d520124378f04e,mp-541325,Sr2HoGaCu2O7,300,-162.92353981,345.2817383884123,699.206,0.69891,331829000.0
11555,5e5ee5a097d520124378f052,mp-972530,Sm2AgRh,300,-21.60001987,93.0817533205659,0.742173,0.000742174,1287210000.0
11556,5e5ee5a097d520124378f053,mp-649080,Ti2SCl12,300,-350.7782117,2676.440895788717,376.279,0.126336,1.29892
11557,5e5ee5a097d520124378f054,mp-16744,Y(Al5Fe)2,300,-131.02350562,406.74453084565334,30462.0,30.4724,157137000.0
11559,5e5ee5a097d520124378f056,mp-971740,Sr3As,300,-22.06047677,286.9644735614214,11748.1,11.7492,468401000.0
11560,5e5ee5a197d520124378f057,mp-10136,Ti2ReB2,300,-91.52324366,112.48719899516927,1210.36,1.21031,734556000.0
11561,5e5ee5a197d520124378f058,mp-7310,ZrPbF6,300,-98.59927864,236.63363638582518,12059.4,6.57307,188.231
11563,5e5ee5a197d520124378f05a,mp-638061,AlInCl4,300,-87.74315339,743.4874237711465,4366.69,8.09752,486.61
11564,5e5ee5a197d520124378f05b,mp-757127,LiSi3BiO8,300,-184.88909446,348.7960328582818,3573.58,4.16775,184.055
11565,5e5ee5a197d520124378f05c,mp-976422,Hf3C,300,-35.66547207,70.407982503314,2519.32,2.51941,1054860000.0
11566,5e5ee5a197d520124378f05d,mp-569095,Rb3Bi,300,-16.2298805,429.24610966361723,1819.74,1.84332,5695080.0
11567,5e5ee5a197d520124378f05e,mp-22582,Tb3Mn3Ga2Si,300,-55.85656537,174.46852273096843,50053.5,50.0566,147986000.0
11568,5e5ee5a297d520124378f05f,mp-744562,CoNiH12C4(N2O3)2,300,-645.07495001,1348.9724614951608,578.134,3.03102,90.8974
11569,5e5ee5a297d520124378f060,mp-19232,K2CrO4,300,-165.44116102,495.6431351612258,2290.67,1.29803,33.0387
11570,5e5ee5a297d520124378f061,mp-685440,Li11Ta37N48,300,-971.09726769,988.3787445840769,15302.8,15.2982,73311100.0
11571,5e5ee5a297d520124378f062,mp-730446,AlH10SO9F,300,-956.61544522,1618.2510590447625,182.962,8.44369,1255.28
11572,5e5ee5a297d520124378f063,mp-31890,Li4Fe(PO4)2,300,-391.64084932,691.1670773768943,18.2782,5.60071,501.276
11573,5e5ee5a297d520124378f064,mp-755311,NaLuO2,300,-27.34735228,53.48489547144167,1632.55,9.85138,1321.51
11574,5e5ee5a297d520124378f065,mp-694964,Na4MnAl3Si3O16,300,-366.43891447,782.5671060603299,898.257,0.0286606,0.437223
11575,5e5ee5a397d520124378f066,mp-13066,Er2O3,300,-41.83089405,66.73797293487966,4066.47,9.77278,1238.38
11576,5e5ee5a397d520124378f067,mp-767798,Ni17(AsO4)12,300,-426.41871288,880.615524049558,867.062,0.867621,4041300.0
